Department of Audits and Accounts,,,,
Obligations,,,,
,Organization,Vendor Name,Obligation Amount,Fiscal Year
,GEORGIA STATE UNIVERSITY,RUSSELLCIA-001,6214.92,2010
,GEORGIA STATE UNIVERSITY,"RYAN,HARLE-001",1355.00,2010
,GEORGIA STATE UNIVERSITY,"RYAN,KERRY-001",1013.01,2010
,GEORGIA STATE UNIVERSITY,S&ACOMPUTE-001,21436.52,2010
,GEORGIA STATE UNIVERSITY,"SALEEM,FAR-001",378.20,2010
,GEORGIA STATE UNIVERSITY,SAMFLAXINC-001,14710.00,2010
,GEORGIA STATE UNIVERSITY,SANDIEGOIN-001,10630.00,2010
,GEORGIA STATE UNIVERSITY,"SARAVIA,AN-001",165.30,2010
,GEORGIA STATE UNIVERSITY,"SARGENT,KA-001",800.00,2010
,GEORGIA STATE UNIVERSITY,"SARKAR,SUT-001",575.00,2010
,GEORGIA STATE UNIVERSITY,SARTORIUSS-001,96790.00,2010
,GEORGIA STATE UNIVERSITY,SATTELMEYE-001,1470.00,2010
,GEORGIA STATE UNIVERSITY,"SAYERS,KEN-001",753.28,2010
,GEORGIA STATE UNIVERSITY,SCANAENERG-001,54632.13,2010
,GEORGIA STATE UNIVERSITY,SCANNINGAM-001,8249.99,2010
,GEORGIA STATE UNIVERSITY,SCARBOROUG-009,132.16,2010
,GEORGIA STATE UNIVERSITY,"SCHAEFER,G-001",200.00,2010
,GEORGIA STATE UNIVERSITY,SCHIEFBRIA-001,3904.00,2010
,GEORGIA STATE UNIVERSITY,SCHINDLERE-002,20653.00,2010
,GEORGIA STATE UNIVERSITY,"SCHLIG,CAR-001",300.00,2010
,GEORGIA STATE UNIVERSITY,"SCHMIDT,AI-001",72.25,2010
,GEORGIA STATE UNIVERSITY,SCHOBERPET-001,220.83,2010
,GEORGIA STATE UNIVERSITY,SCHOOLSAVE-001,2464.40,2010
,GEORGIA STATE UNIVERSITY,SCHULTZKEV-001,4166.65,2010
,GEORGIA STATE UNIVERSITY,"SCHWIEGER,-001",121.00,2010
,GEORGIA STATE UNIVERSITY,SCIENCEPAR-001,87805.00,2010
,GEORGIA STATE UNIVERSITY,"SCOTT,CHAR-001",410.40,2010
,GEORGIA STATE UNIVERSITY,"SCOTT,SARA-001",2411.70,2010
,GEORGIA STATE UNIVERSITY,"SEABOLT,KA-001",2904.30,2010
,GEORGIA STATE UNIVERSITY,SEABROOKJO-001,12499.96,2010
,GEORGIA STATE UNIVERSITY,"SEAGRAVES,-001",1269.41,2010
,GEORGIA STATE UNIVERSITY,"SEAMANS,NA-001",860.00,2010
,GEORGIA STATE UNIVERSITY,SEARSROEBU-001,608.00,2010
,GEORGIA STATE UNIVERSITY,"SELF,SHANN-001",1790.01,2010
,GEORGIA STATE UNIVERSITY,"SEN,ABHISE-001",1028.10,2010
,GEORGIA STATE UNIVERSITY,"SEVCIK,ROS-001",1248.17,2010
,GEORGIA STATE UNIVERSITY,SEXTANTGRO-001,19520.00,2010
,GEORGIA STATE UNIVERSITY,SGWATER-001,34995.00,2010
,GEORGIA STATE UNIVERSITY,"SHAHAF,SHA-001",800.00,2010
,GEORGIA STATE UNIVERSITY,"SHAPIRO,DE-001",1000.00,2010
,GEORGIA STATE UNIVERSITY,SHARPELECT-002,4766.47,2010
,GEORGIA STATE UNIVERSITY,SHAWCONTRA-002,254955.50,2010
,GEORGIA STATE UNIVERSITY,"SHENG,JIA-002",500.01,2010
,GEORGIA STATE UNIVERSITY,SHOEMAKERJ-002,22878.87,2010
,GEORGIA STATE UNIVERSITY,SHOWCASEIN-001,210.00,2010
,GEORGIA STATE UNIVERSITY,SIEMENSWAT-002,5733.10,2010
,GEORGIA STATE UNIVERSITY,"SIMIEN,RAM-001",0.01,2010
,GEORGIA STATE UNIVERSITY,"SIMMONS,RO-001",1799.00,2010
,GEORGIA STATE UNIVERSITY,"SIMMONS,SY-001",442.68,2010
,GEORGIA STATE UNIVERSITY,SIMPLEXGRI-002,157294.67,2010
,GEORGIA STATE UNIVERSITY,SIMPSONSCA-001,309000.00,2010
,GEORGIA STATE UNIVERSITY,SIMPSONWOO-001,6160.00,2010
,GEORGIA STATE UNIVERSITY,"SINCLAIR,B-001",1146.66,2010
,GEORGIA STATE UNIVERSITY,SITONITSEA-001,188.16,2010
,GEORGIA STATE UNIVERSITY,"SLOVENSKY,-001",1000.00,2010
,GEORGIA STATE UNIVERSITY,"SMALL,JARE-001",2725.00,2010
,GEORGIA STATE UNIVERSITY,"SMALLWOOD,-001",8890.00,2010
,GEORGIA STATE UNIVERSITY,"SMITH,IANO-001",250.00,2010
,GEORGIA STATE UNIVERSITY,"SMITH,JERR-001",1728.69,2010
,GEORGIA STATE UNIVERSITY,"SMITH,MARG-001",3855.33,2010
,GEORGIA STATE UNIVERSITY,SMITHDALIA-001,14601.66,2010
,GEORGIA STATE UNIVERSITY,SMITHTINAA-001,11006.00,2010
,GEORGIA STATE UNIVERSITY,SMITHWILLI-009,10380.00,2010
,GEORGIA STATE UNIVERSITY,"SNYDER,ANG-001",2399.00,2010
,GEORGIA STATE UNIVERSITY,SOFTCHOICE-001,7294.56,2010
,GEORGIA STATE UNIVERSITY,SOMMERSMAR-002,31000.00,2010
,GEORGIA STATE UNIVERSITY,SOUTHEASTL-003,17418.50,2010
,GEORGIA STATE UNIVERSITY,SOUTHEASTS-001,815.00,2010
,GEORGIA STATE UNIVERSITY,SOUTHERNCO-006,520908.68,2010
,GEORGIA STATE UNIVERSITY,SOUTHERNPA-001,10834.05,2010
,GEORGIA STATE UNIVERSITY,SOUTHERNTE-002,6250.00,2010
,GEORGIA STATE UNIVERSITY,SOUTHSIDEM-001,23926.01,2010
,GEORGIA STATE UNIVERSITY,SOUTHTREEE-001,412203.00,2010
,GEORGIA STATE UNIVERSITY,SOUTHWESTC-002,33020.00,2010
,GEORGIA STATE UNIVERSITY,SPEEDBINDE-001,50.00,2010
,GEORGIA STATE UNIVERSITY,SPELMANCOL-001,21220.13,2010
,GEORGIA STATE UNIVERSITY,SPENCESAMU-002,1000.00,2010
,GEORGIA STATE UNIVERSITY,"SPRATT,GWE-001",1570.50,2010
,GEORGIA STATE UNIVERSITY,SQUAREGRO-001,1695.00,2010
,GEORGIA STATE UNIVERSITY,STANDARDLA-001,1255.67,2010
,GEORGIA STATE UNIVERSITY,STANDARDOF-001,232.68,2010
,GEORGIA STATE UNIVERSITY,STANLEYSEC-001,136105.28,2010
,GEORGIA STATE UNIVERSITY,STAPLESINC-001,58856.00,2010
,GEORGIA STATE UNIVERSITY,STAPLESINC-002,8775.69,2010
,GEORGIA STATE UNIVERSITY,STARCREATI-001,2933.00,2010
,GEORGIA STATE UNIVERSITY,STATACORPL-001,5676.00,2010
,GEORGIA STATE UNIVERSITY,"STEED,DEID-001",765.01,2010
,GEORGIA STATE UNIVERSITY,"STEED,ELIZ-001",419.17,2010
,GEORGIA STATE UNIVERSITY,STELLENBOS-001,80895.00,2010
,GEORGIA STATE UNIVERSITY,STERIS-001,10623.00,2010
,GEORGIA STATE UNIVERSITY,"STEVENS,BE-001",832.00,2010
,GEORGIA STATE UNIVERSITY,"STEVENS,EL-001",3858.81,2010
,GEORGIA STATE UNIVERSITY,STEVENS-012,45160.00,2010
,GEORGIA STATE UNIVERSITY,"STEWART,MI-003",490.01,2010
,GEORGIA STATE UNIVERSITY,"STEWART,TR-001",749.98,2010
,GEORGIA STATE UNIVERSITY,"STINSON,DA-001",100.00,2010
,GEORGIA STATE UNIVERSITY,"STOCKMAN,M-001",950.00,2010
,GEORGIA STATE UNIVERSITY,"STURMANN,J-001",300.00,2010
,GEORGIA STATE UNIVERSITY,"STURMANN,L-001",1785.00,2010
,GEORGIA STATE UNIVERSITY,"SUBOTIC,JE-001",422.00,2010
,GEORGIA STATE UNIVERSITY,SUEBINDER-001,36413.00,2010
,GEORGIA STATE UNIVERSITY,"SUMA,KATHA-001",725.33,2010
,GEORGIA STATE UNIVERSITY,SUMANDANIE-001,0.01,2010
,GEORGIA STATE UNIVERSITY,"SUMTER,JEF-001",1453.40,2010
,GEORGIA STATE UNIVERSITY,SUNGARDSCT-001,52200.00,2010
,GEORGIA STATE UNIVERSITY,SUNTRUSTLE-001,45012.84,2010
,GEORGIA STATE UNIVERSITY,SUPERIORLA-001,140.75,2010
,GEORGIA STATE UNIVERSITY,SUPPLYSOLU-001,4554.22,2010
,GEORGIA STATE UNIVERSITY,"SWARS,SUSA-001",931.00,2010
,GEORGIA STATE UNIVERSITY,"SWEATMAN,W-001",119.60,2010
,GEORGIA STATE UNIVERSITY,SWOSZOWSKI-001,1135.63,2010
,GEORGIA STATE UNIVERSITY,"SYBERT,JUL-001",200.00,2010
,GEORGIA STATE UNIVERSITY,SYCAMORECO-001,214516.00,2010
,GEORGIA STATE UNIVERSITY,"SYEDA,ADIL-001",500.00,2010
,GEORGIA STATE UNIVERSITY,SYMPHONYFU-001,613.80,2010
,GEORGIA STATE UNIVERSITY,T2SYSTEMSI-001,146683.00,2010
,GEORGIA STATE UNIVERSITY,"TALREJA,NA-001",1162.50,2010
,GEORGIA STATE UNIVERSITY,TANAKAOSC-001,25000.00,2010
,GEORGIA STATE UNIVERSITY,"TANG,SHEN-003",295.01,2010
,GEORGIA STATE UNIVERSITY,TANITACORP-001,4015.83,2010
,GEORGIA STATE UNIVERSITY,TANNEHILLL-001,12484.28,2010
,GEORGIA STATE UNIVERSITY,"TAYLOR,COR-001",10.00,2010
,GEORGIA STATE UNIVERSITY,"TAYLOR,SUS-001",1610.00,2010
,GEORGIA STATE UNIVERSITY,TECHNICALI-003,5255.00,2010
,GEORGIA STATE UNIVERSITY,TECHNOLOGY-005,6535.00,2010
,GEORGIA STATE UNIVERSITY,TEKNIONLLC-001,115259.16,2010
,GEORGIA STATE UNIVERSITY,TENBRUMMEL-001,1597.70,2010
,GEORGIA STATE UNIVERSITY,TENPARKPLA-001,18822.24,2010
,GEORGIA STATE UNIVERSITY,TERRADO-001,26900.00,2010
,GEORGIA STATE UNIVERSITY,TESTINGENG-001,9045.00,2010
,GEORGIA STATE UNIVERSITY,THIIIIPEAC-001,37500.00,2010
,GEORGIA STATE UNIVERSITY,THORNTONRE-001,8800.00,2010
,GEORGIA STATE UNIVERSITY,THYSSENKRU-001,17913.99,2010
,GEORGIA STATE UNIVERSITY,"TIDWELL,OW-002",506.81,2010
,GEORGIA STATE UNIVERSITY,TIFTCOUNTY-002,38169.00,2010
,GEORGIA STATE UNIVERSITY,TIGERDIREC-001,1243.56,2010
,GEORGIA STATE UNIVERSITY,TIMBERHOOD-001,22500.00,2010
,GEORGIA STATE UNIVERSITY,"TIMM,WILLA-001",142.42,2010
,GEORGIA STATE UNIVERSITY,TIMOTHYHAA-001,30130.00,2010
,GEORGIA STATE UNIVERSITY,TIPTOPROOF-002,16038.00,2010
,GEORGIA STATE UNIVERSITY,TOMALCORPO-001,39106.00,2010
,GEORGIA STATE UNIVERSITY,TOMASZEWSK-004,433.62,2010
,GEORGIA STATE UNIVERSITY,"TONE,ERINB-001",694.57,2010
,GEORGIA STATE UNIVERSITY,"TOUHAMI,YA-001",50.00,2010
,GEORGIA STATE UNIVERSITY,"TOWNS,NATA-001",3756.80,2010
,GEORGIA STATE UNIVERSITY,TRANEUSINC-001,8151.00,2010
,GEORGIA STATE UNIVERSITY,TREMCOINCO-001,536362.22,2010
,GEORGIA STATE UNIVERSITY,TRENDWAYCO-001,23655.12,2010
,GEORGIA STATE UNIVERSITY,TROXELLCOM-001,18406.41,2010
,GEORGIA STATE UNIVERSITY,"TURK,ANGEL-001",1030.91,2010
,GEORGIA STATE UNIVERSITY,TUROCYTHEO-001,7184.74,2010
,GEORGIA STATE UNIVERSITY,"TYLER,BEVE-001",1816.49,2010
,GEORGIA STATE UNIVERSITY,UGARESEARC-002,153467.33,2010
,GEORGIA STATE UNIVERSITY,ULINESHIPP-001,5.32,2010
,GEORGIA STATE UNIVERSITY,UNIVOFGEOR-005,90062.00,2010
,GEORGIA STATE UNIVERSITY,UNIVOFNORT-007,350.00,2010
,GEORGIA STATE UNIVERSITY,UNIVOFOKLA-002,10000.00,2010
,GEORGIA STATE UNIVERSITY,UNIVOFPENN-003,37500.00,2010
,GEORGIA STATE UNIVERSITY,UNIVOFPITT-001,9940.91,2010
,GEORGIA STATE UNIVERSITY,UNIVOFROCH-002,4562.44,2010
,GEORGIA STATE UNIVERSITY,UNIVOFSOUT-011,588.08,2010
,GEORGIA STATE UNIVERSITY,UNIVOFTEXA-002,55858.28,2010
,GEORGIA STATE UNIVERSITY,UNIVOFWISC-001,7724.58,2010
,GEORGIA STATE UNIVERSITY,"UPHOFF,LAU-001",2078.60,2010
,GEORGIA STATE UNIVERSITY,UVPINC-001,485.76,2010
,GEORGIA STATE UNIVERSITY,VALDOSTAST-002,19703.32,2010
,GEORGIA STATE UNIVERSITY,VANDENBERG-005,331.54,2010
,GEORGIA STATE UNIVERSITY,VARIANINC-001,104173.00,2010
,GEORGIA STATE UNIVERSITY,"VENET,WEND-001",176.45,2010
,GEORGIA STATE UNIVERSITY,VERISTOR-001,1500.00,2010
,GEORGIA STATE UNIVERSITY,VERNIERSOF-001,336.80,2010
,GEORGIA STATE UNIVERSITY,VERSTEEL-001,103858.38,2010
,GEORGIA STATE UNIVERSITY,"VETO,MARTH-001",859.15,2010
,GEORGIA STATE UNIVERSITY,"VICTORIA,N-001",243.20,2010
,GEORGIA STATE UNIVERSITY,VILLACHRIS-002,6034.37,2010
,GEORGIA STATE UNIVERSITY,VIRTUALLY-001,66365.52,2010
,GEORGIA STATE UNIVERSITY,VIVAYIC-001,41650.00,2010
,GEORGIA STATE UNIVERSITY,VWRCORPORA-001,6616.35,2010
,GEORGIA STATE UNIVERSITY,VWRSCIENTI-001,92973.47,2010
,GEORGIA STATE UNIVERSITY,WAGESDESIG-001,11500.00,2010
,GEORGIA STATE UNIVERSITY,"WAHAB,TONY-001",200.00,2010
,GEORGIA STATE UNIVERSITY,WAKEFORDKA-002,7956.40,2010
,GEORGIA STATE UNIVERSITY,WAKEFOREST-002,59200.00,2010
,GEORGIA STATE UNIVERSITY,"WALLER,KAT-002",1295.01,2010
,GEORGIA STATE UNIVERSITY,WALTERHOPK-001,4191.00,2010
,GEORGIA STATE UNIVERSITY,WALTONEMC-001,568.01,2010
,GEORGIA STATE UNIVERSITY,"WANG,JIELE-001",480.33,2010
,GEORGIA STATE UNIVERSITY,WARDSNATUR-001,3782.10,2010
,GEORGIA STATE UNIVERSITY,"WARREN,TIF-001",128.25,2010
,GEORGIA STATE UNIVERSITY,"WARREN,WIL-001",10.00,2010
,GEORGIA STATE UNIVERSITY,WARRENEPST-001,37111.94,2010
,GEORGIA STATE UNIVERSITY,WASHINGTON-172,525.90,2010
,GEORGIA STATE UNIVERSITY,WASTEINDUS-001,63589.99,2010
,GEORGIA STATE UNIVERSITY,"WATSON,HOL-001",170.50,2010
,GEORGIA STATE UNIVERSITY,"WATTS,RODE-001",1655.00,2010
,GEORGIA STATE UNIVERSITY,"WAUGH,REBE-001",0.01,2010
,GEORGIA STATE UNIVERSITY,"WEAVER,SCO-001",200.00,2010
,GEORGIA STATE UNIVERSITY,"WEBB,MIYOU-001",769.06,2010
,GEORGIA STATE UNIVERSITY,"WEINBERG,J-001",396.00,2010
,GEORGIA STATE UNIVERSITY,"WELKOM,JOS-001",126.96,2010
,GEORGIA STATE UNIVERSITY,WESTGEORGI-005,154168.00,2010
,GEORGIA STATE UNIVERSITY,"WHITAKER,D-001",4366.50,2010
,GEORGIA STATE UNIVERSITY,"WHITE,AMAN-001",500.00,2010
,GEORGIA STATE UNIVERSITY,"WHITE,MARK-002",2000.01,2010
,GEORGIA STATE UNIVERSITY,"WHITE,MART-001",218.01,2010
,GEORGIA STATE UNIVERSITY,"WIDMAN,TRA-001",395.41,2010
,GEORGIA STATE UNIVERSITY,WILCOXLYNN-001,5268.60,2010
,GEORGIA STATE UNIVERSITY,WILCOXNATH-001,0.01,2010
,GEORGIA STATE UNIVERSITY,"WILD,ROBER-001",1536.50,2010
,GEORGIA STATE UNIVERSITY,"WILKIN,HOL-001",4500.00,2010
,GEORGIA STATE UNIVERSITY,"WILLIAMS,B-034",5000.00,2010
,GEORGIA STATE UNIVERSITY,"WILLIAMS,E-008",270.00,2010
,GEORGIA STATE UNIVERSITY,"WILLIAMS,G-018",959.88,2010
,GEORGIA STATE UNIVERSITY,"WILLIAMS,S-076",850.00,2010
,GEORGIA STATE UNIVERSITY,WILLIAMSKE-006,46333.25,2010
,GEORGIA STATE UNIVERSITY,WILLIAMSPH-005,3800.00,2010
,GEORGIA STATE UNIVERSITY,WILLMERENG-001,5989.00,2010
,GEORGIA STATE UNIVERSITY,"WILLOCKS,S-001",3750.00,2010
,GEORGIA STATE UNIVERSITY,WILLOUGHBY-008,3842.00,2010
,GEORGIA STATE UNIVERSITY,WILSONLDOU-001,56260.00,2010
,GEORGIA STATE UNIVERSITY,WINDSTREAM-001,19728.90,2010
,GEORGIA STATE UNIVERSITY,"WINKLER,CA-001",1073.40,2010
,GEORGIA STATE UNIVERSITY,WINOKURDON-001,8775.00,2010
,GEORGIA STATE UNIVERSITY,"WINSLOW,DA-001",3932.60,2010
,GEORGIA STATE UNIVERSITY,WNHOLDINGL-001,9810.88,2010
,GEORGIA STATE UNIVERSITY,"WOLK,JAMES-001",1370.00,2010
,GEORGIA STATE UNIVERSITY,"WONG,HINGC-001",360.03,2010
,GEORGIA STATE UNIVERSITY,"WONG,NAIMA-001",1850.00,2010
,GEORGIA STATE UNIVERSITY,WOODSHOLE-001,648.00,2010
,GEORGIA STATE UNIVERSITY,"WU,JIANHUA-001",405.60,2010
,GEORGIA STATE UNIVERSITY,WWGRAINGER-002,58710.40,2010
,GEORGIA STATE UNIVERSITY,WYNDHAMGAR-003,5000.00,2010
,GEORGIA STATE UNIVERSITY,XEROXAUDIO-001,636212.20,2010
,GEORGIA STATE UNIVERSITY,XEROXCORPO-001,44271.43,2010
,GEORGIA STATE UNIVERSITY,"YANG,JENNY-001",100.00,2010
,GEORGIA STATE UNIVERSITY,"YANG,SUEMI-001",1270.01,2010
,GEORGIA STATE UNIVERSITY,YESHIVAUNI-001,7715.95,2010
,GEORGIA STATE UNIVERSITY,"YI,YOUNGJO-001",750.00,2010
,GEORGIA STATE UNIVERSITY,YNYASSOCIA-001,3100.00,2010
,GEORGIA STATE UNIVERSITY,"ZHAO,ZUOWE-001",164.60,2010
,GEORGIA STATE UNIVERSITY,"ZIMMERMAN,-013",205.00,2010
,GEORGIA STATE UNIVERSITY,"ZORLAND,JE-001",500.00,2010
