Department of Audits and Accounts,,,,
Obligations,,,,
,Organization,Vendor Name,Obligation Amount,Fiscal Year
,GEORGIA STATE UNIVERSITY,"HEWELL,SAN-001",225.00,2011
,GEORGIA STATE UNIVERSITY,HEWLETTPAC-004,218255.18,2011
,GEORGIA STATE UNIVERSITY,"HEYWARD,KE-001",1067.68,2011
,GEORGIA STATE UNIVERSITY,HIBERNIAEN-003,27800.00,2011
,GEORGIA STATE UNIVERSITY,"HICKS,LAUR-001",2787.28,2011
,GEORGIA STATE UNIVERSITY,"HIGHTOWER,-001",640.60,2011
,GEORGIA STATE UNIVERSITY,"HILLIARD,J-001",205.00,2011
,GEORGIA STATE UNIVERSITY,"HILLMAN,EL-001",404.00,2011
,GEORGIA STATE UNIVERSITY,"HILTON,KRI-001",677.00,2011
,GEORGIA STATE UNIVERSITY,HOBSONS-001,85098.00,2011
,GEORGIA STATE UNIVERSITY,HOGANASSES-001,95511.35,2011
,GEORGIA STATE UNIVERSITY,HOLLANDERG-001,7972.83,2011
,GEORGIA STATE UNIVERSITY,HOLLINGSWO-024,662.00,2011
,GEORGIA STATE UNIVERSITY,HOMEDEPOT-001,96598.41,2011
,GEORGIA STATE UNIVERSITY,HONCOMPANY-003,7575.40,2011
,GEORGIA STATE UNIVERSITY,"HORNE,JOSE-001",1611.73,2011
,GEORGIA STATE UNIVERSITY,"HOUSLEY,HE-001",492.20,2011
,GEORGIA STATE UNIVERSITY,"HU,XIAOLIN-001",3700.00,2011
,GEORGIA STATE UNIVERSITY,"HUANG,ZHEN-001",5700.00,2011
,GEORGIA STATE UNIVERSITY,"HUDSON,HUG-001",1000.00,2011
,GEORGIA STATE UNIVERSITY,HUMANSCALE-001,62898.66,2011
,GEORGIA STATE UNIVERSITY,HUNTOPTICS-002,5156.96,2011
,GEORGIA STATE UNIVERSITY,HURONCONSU-001,37041.76,2011
,GEORGIA STATE UNIVERSITY,"HUTCHESON,-001",745.00,2011
,GEORGIA STATE UNIVERSITY,IBMCORPORA-001,52593.00,2011
,GEORGIA STATE UNIVERSITY,ICONELECTR-001,12350.00,2011
,GEORGIA STATE UNIVERSITY,IDISISINC-001,15300.00,2011
,GEORGIA STATE UNIVERSITY,IKONOFFICE-002,22641.91,2011
,GEORGIA STATE UNIVERSITY,IMACORPORA-001,10210.90,2011
,GEORGIA STATE UNIVERSITY,IMAGINEHOP-001,115954.36,2011
,GEORGIA STATE UNIVERSITY,"IMPERIALE,-001",2107.00,2011
,GEORGIA STATE UNIVERSITY,INCOMLLC-001,325226.98,2011
,GEORGIA STATE UNIVERSITY,INDIANAFUR-001,2837.73,2011
,GEORGIA STATE UNIVERSITY,INNOVATION-002,13600.00,2011
,GEORGIA STATE UNIVERSITY,INSTITUTEF-008,2733.00,2011
,GEORGIA STATE UNIVERSITY,INSTITUTOC-001,0.02,2011
,GEORGIA STATE UNIVERSITY,INTEGRITY-001,575.00,2011
,GEORGIA STATE UNIVERSITY,INTERIORFI-001,1420.00,2011
,GEORGIA STATE UNIVERSITY,IPCALLCO-001,36480.00,2011
,GEORGIA STATE UNIVERSITY,"ISBELL,JAC-001",36.01,2011
,GEORGIA STATE UNIVERSITY,ISCAN-001,22690.00,2011
,GEORGIA STATE UNIVERSITY,ISRAELAGOL-001,20000.00,2011
,GEORGIA STATE UNIVERSITY,ITROFGEORG-001,17771.00,2011
,GEORGIA STATE UNIVERSITY,IUPRESEARC-001,5731.41,2011
,GEORGIA STATE UNIVERSITY,"IVERY,JANM-001",200.00,2011
,GEORGIA STATE UNIVERSITY,IVGSTORES-001,3103.69,2011
,GEORGIA STATE UNIVERSITY,IWFMARNI-001,4678.33,2011
,GEORGIA STATE UNIVERSITY,J&AENGINEE-001,8520.00,2011
,GEORGIA STATE UNIVERSITY,"JACKSON,MI-002",1457.51,2011
,GEORGIA STATE UNIVERSITY,"JANOS,STEV-001",615.00,2011
,GEORGIA STATE UNIVERSITY,JASPERSEAT-001,1211.52,2011
,GEORGIA STATE UNIVERSITY,JASPERSEAT-002,6210.24,2011
,GEORGIA STATE UNIVERSITY,JB+AINC-001,26525.50,2011
,GEORGIA STATE UNIVERSITY,"JEFFERSON,-044",1203.01,2011
,GEORGIA STATE UNIVERSITY,JENNIFERWH-001,10665.24,2011
,GEORGIA STATE UNIVERSITY,JHCCORPORA-001,8650.00,2011
,GEORGIA STATE UNIVERSITY,"JIANG,JIE-001",200.03,2011
,GEORGIA STATE UNIVERSITY,JKLOCKWOOD-001,64635.00,2011
,GEORGIA STATE UNIVERSITY,JOFCO-001,4545.43,2011
,GEORGIA STATE UNIVERSITY,"JOFFE,NAOM-001",5500.00,2011
,GEORGIA STATE UNIVERSITY,"JOHN,CLYDE-001",1330.00,2011
,GEORGIA STATE UNIVERSITY,JOHNFPENNE-002,587344.92,2011
,GEORGIA STATE UNIVERSITY,"JOHNSON, S-001",56727.00,2011
,GEORGIA STATE UNIVERSITY,"JOHNSON,JE-002",2856.00,2011
,GEORGIA STATE UNIVERSITY,JOHNSONPA-001,4215.00,2011
,GEORGIA STATE UNIVERSITY,JOHNWILEY&-002,199.00,2011
,GEORGIA STATE UNIVERSITY,"JOLIVETTE,-001",1657.06,2011
,GEORGIA STATE UNIVERSITY,"JONES,ADRI-001",476.00,2011
,GEORGIA STATE UNIVERSITY,"JONES,ANDR-001",635.93,2011
,GEORGIA STATE UNIVERSITY,"JONES,COUR-002",6528.00,2011
,GEORGIA STATE UNIVERSITY,JONESLANGL-001,5000.00,2011
,GEORGIA STATE UNIVERSITY,"KAMPHAUS,R-001",657.00,2011
,GEORGIA STATE UNIVERSITY,KANNJAMESE-001,10000.00,2011
,GEORGIA STATE UNIVERSITY,"KAPLAN,RAC-001",500.01,2011
,GEORGIA STATE UNIVERSITY,"KASSENS,JA-001",150.00,2011
,GEORGIA STATE UNIVERSITY,KBS+PATLAN-001,672624.14,2011
,GEORGIA STATE UNIVERSITY,KEILHAUER-001,55150.74,2011
,GEORGIA STATE UNIVERSITY,"KELLEY,SUS-001",1182.23,2011
,GEORGIA STATE UNIVERSITY,"KENNON,JAM-001",133.74,2011
,GEORGIA STATE UNIVERSITY,"KESNER,JOH-001",2996.90,2011
,GEORGIA STATE UNIVERSITY,"KING,JOYCE-001",1950.00,2011
,GEORGIA STATE UNIVERSITY,"KING,TRICI-001",1271.00,2011
,GEORGIA STATE UNIVERSITY,"KINKOPF,NE-001",500.01,2011
,GEORGIA STATE UNIVERSITY,KIRKENDOLL-001,125.00,2011
,GEORGIA STATE UNIVERSITY,"KIRKLAND,W-001",9867.70,2011
,GEORGIA STATE UNIVERSITY,"KOOY,BRIAN-001",815.00,2011
,GEORGIA STATE UNIVERSITY,"KOZAITIS,K-001",2021.40,2011
,GEORGIA STATE UNIVERSITY,"KRENZ,WULF-001",982.11,2011
,GEORGIA STATE UNIVERSITY,KRUEGERINT-001,367661.77,2011
,GEORGIA STATE UNIVERSITY,KRUGFURNIT-001,37109.10,2011
,GEORGIA STATE UNIVERSITY,LAKERESEAR-001,40000.00,2011
,GEORGIA STATE UNIVERSITY,"LAMBERT,LI-001",3000.00,2011
,GEORGIA STATE UNIVERSITY,LASERSHIP-001,13671.60,2011
,GEORGIA STATE UNIVERSITY,"LATZMAN,RO-001",1550.00,2011
,GEORGIA STATE UNIVERSITY,"LAUB,RICHA-001",23.60,2011
,GEORGIA STATE UNIVERSITY,"LAVENDER,C-001",669.40,2011
,GEORGIA STATE UNIVERSITY,"LEDERBERG,-001",1084.01,2011
,GEORGIA STATE UNIVERSITY,"LEE,SHIHYU-001",800.90,2011
,GEORGIA STATE UNIVERSITY,LEEHECHTHA-001,88305.00,2011
,GEORGIA STATE UNIVERSITY,LEICAGEOSY-001,10863.80,2011
,GEORGIA STATE UNIVERSITY,LENOVOINC-001,3377.20,2011
,GEORGIA STATE UNIVERSITY,LEOADALYCO-001,36237.70,2011
,GEORGIA STATE UNIVERSITY,"LEONARD,JA-001",361.18,2011
,GEORGIA STATE UNIVERSITY,LEONTOVICH-001,636.84,2011
,GEORGIA STATE UNIVERSITY,"LEWIS,CLAR-001",371.82,2011
,GEORGIA STATE UNIVERSITY,"LEWIS,ERIC-001",10975.00,2011
,GEORGIA STATE UNIVERSITY,"LEWIS,JAME-001",240.00,2011
,GEORGIA STATE UNIVERSITY,"LEWIS,KARE-002",675.00,2011
,GEORGIA STATE UNIVERSITY,"LEWIS,SHAV-001",20.85,2011
,GEORGIA STATE UNIVERSITY,LEWISCAROL-002,7876.98,2011
,GEORGIA STATE UNIVERSITY,LIFERAYINC-001,14407.50,2011
,GEORGIA STATE UNIVERSITY,"LIN,YUHSIU-001",1700.00,2011
,GEORGIA STATE UNIVERSITY,"LINENS,SHE-001",1069.00,2011
,GEORGIA STATE UNIVERSITY,"LIPPY,CARO-001",500.00,2011
,GEORGIA STATE UNIVERSITY,"LIU,AIMIN-001",292.00,2011
,GEORGIA STATE UNIVERSITY,"LIU,YANG-004",2600.00,2011
,GEORGIA STATE UNIVERSITY,"LIU,YUAN-001",399.00,2011
,GEORGIA STATE UNIVERSITY,LMISYSTEMS-001,1011550.23,2011
,GEORGIA STATE UNIVERSITY,"LOCH,KAREN-001",1600.01,2011
,GEORGIA STATE UNIVERSITY,LOGIFLEX-001,3891.30,2011
,GEORGIA STATE UNIVERSITY,"LOMBARD,CA-001",1601.32,2011
,GEORGIA STATE UNIVERSITY,"LOPEZ,FRAN-001",3728.49,2011
,GEORGIA STATE UNIVERSITY,"LORD,ALGIE-001",440.00,2011
,GEORGIA STATE UNIVERSITY,"LOVE,MELIS-001",433.40,2011
,GEORGIA STATE UNIVERSITY,"LUKE,JESSI-001",0.01,2011
,GEORGIA STATE UNIVERSITY,"LUKE,RYANC-001",530.00,2011
,GEORGIA STATE UNIVERSITY,"LUKE,WEBST-001",431.15,2011
,GEORGIA STATE UNIVERSITY,"LUTZKER,JO-001",1885.00,2011
,GEORGIA STATE UNIVERSITY,"LYN,RODNEY-001",5011.26,2011
,GEORGIA STATE UNIVERSITY,MAATRESOUR-001,16840.65,2011
,GEORGIA STATE UNIVERSITY,MACONDOORA-001,21740.00,2011
,GEORGIA STATE UNIVERSITY,MACONSTATE-001,58800.00,2011
,GEORGIA STATE UNIVERSITY,"MADDEN,MIR-001",700.00,2011
,GEORGIA STATE UNIVERSITY,MAHLERHOWA-001,7942.70,2011
,GEORGIA STATE UNIVERSITY,MALAVENDAR-001,9600.00,2011
,GEORGIA STATE UNIVERSITY,"MANION,TER-001",296.00,2011
,GEORGIA STATE UNIVERSITY,MANNMECHAN-002,24566.00,2011
,GEORGIA STATE UNIVERSITY,MARCUSAUT-001,1250.01,2011
,GEORGIA STATE UNIVERSITY,MARRIOTTHO-001,1018.08,2011
,GEORGIA STATE UNIVERSITY,MARSHALLBE-001,9564.79,2011
,GEORGIA STATE UNIVERSITY,"MASON,LEIS-001",400.00,2011
,GEORGIA STATE UNIVERSITY,"MASSEY,WAL-001",2600.00,2011
,GEORGIA STATE UNIVERSITY,"MASUDA,AKI-001",2500.00,2011
,GEORGIA STATE UNIVERSITY,"MATHEWS,MA-003",186.37,2011
,GEORGIA STATE UNIVERSITY,MATHWORKS-001,2258.00,2011
,GEORGIA STATE UNIVERSITY,MATRIX3D-001,5520.00,2011
,GEORGIA STATE UNIVERSITY,MAYLINECOM-001,1563.84,2011
,GEORGIA STATE UNIVERSITY,MAYOAPRIL-001,5550.97,2011
,GEORGIA STATE UNIVERSITY,"MCCARROLL,-001",242.96,2011
,GEORGIA STATE UNIVERSITY,"MCFRY,ERIN-001",858.80,2011
,GEORGIA STATE UNIVERSITY,"MCGILL,TIA-001",10975.00,2011
,GEORGIA STATE UNIVERSITY,"MCKAY,AMYM-001",178.00,2011
,GEORGIA STATE UNIVERSITY,MCKENZIEDA-002,20713.79,2011
,GEORGIA STATE UNIVERSITY,MCLARENSUS-002,3075.00,2011
,GEORGIA STATE UNIVERSITY,MCLAUGHLIN-023,343.94,2011
,GEORGIA STATE UNIVERSITY,MEDIACURRE-001,19600.01,2011
,GEORGIA STATE UNIVERSITY,MELLESGRI-001,2689.00,2011
,GEORGIA STATE UNIVERSITY,MENEFEEWIN-001,14929.46,2011
,GEORGIA STATE UNIVERSITY,METROWATER-001,37709.00,2011
,GEORGIA STATE UNIVERSITY,METTLERTOL-005,84.00,2011
,GEORGIA STATE UNIVERSITY,"MEYERS,JOE-001",3610.27,2011
,GEORGIA STATE UNIVERSITY,MICROFOCUS-002,12040.00,2011
,GEORGIA STATE UNIVERSITY,MICROSOFTC-001,220768.00,2011
,GEORGIA STATE UNIVERSITY,"MILLER,CLA-001",166.84,2011
,GEORGIA STATE UNIVERSITY,"MILLION,CH-001",652.80,2011
,GEORGIA STATE UNIVERSITY,MILLIPOREC-002,359.00,2011
,GEORGIA STATE UNIVERSITY,"MLADINICH,-001",3687.85,2011
,GEORGIA STATE UNIVERSITY,MLLENNIUM-001,17059.77,2011
,GEORGIA STATE UNIVERSITY,MODUFORMIN-001,72348.50,2011
,GEORGIA STATE UNIVERSITY,MOLECULARD-003,3700.25,2011
,GEORGIA STATE UNIVERSITY,"MOLONEY,MA-001",83.13,2011
,GEORGIA STATE UNIVERSITY,MONARCHMED-001,4050.00,2011
,GEORGIA STATE UNIVERSITY,MONSAASJU-001,15000.00,2011
,GEORGIA STATE UNIVERSITY,"MONTEE,MEG-001",350.00,2011
,GEORGIA STATE UNIVERSITY,"MONTIEL,MA-001",1000.00,2011
,GEORGIA STATE UNIVERSITY,"MOORE,JENN-001",50.00,2011
,GEORGIA STATE UNIVERSITY,MOOREWALLA-001,113316.51,2011
,GEORGIA STATE UNIVERSITY,MOREHOUSE-003,129352.70,2011
,GEORGIA STATE UNIVERSITY,"MORROW,CHE-001",577.00,2011
,GEORGIA STATE UNIVERSITY,"MORSE,DERR-001",522.65,2011
,GEORGIA STATE UNIVERSITY,MOTOROLASO-001,5098.32,2011
,GEORGIA STATE UNIVERSITY,"MOUSA,HEAT-001",1122.80,2011
,GEORGIA STATE UNIVERSITY,MRDBHOLDIN-001,1800.00,2011
,GEORGIA STATE UNIVERSITY,MSAINC-001,10378.00,2011
,GEORGIA STATE UNIVERSITY,"MUFTIC,LIS-001",203.55,2011
,GEORGIA STATE UNIVERSITY,MULTIPLEXL-001,393450.00,2011
,GEORGIA STATE UNIVERSITY,"MURPHY,ANN-001",1505.01,2011
,GEORGIA STATE UNIVERSITY,MURPHYGEOR-001,17556.00,2011
,GEORGIA STATE UNIVERSITY,MUTHEN&MUT-001,311.85,2011
,GEORGIA STATE UNIVERSITY,NATIONALBU-009,3683.00,2011
,GEORGIA STATE UNIVERSITY,NATIONALCO-044,12500.00,2011
,GEORGIA STATE UNIVERSITY,NATIONALFU-002,2394.00,2011
,GEORGIA STATE UNIVERSITY,NATIONALOF-001,45692.43,2011
,GEORGIA STATE UNIVERSITY,NATIONALOP-003,23181.76,2011
,GEORGIA STATE UNIVERSITY,NAUGLEBONN-001,20000.00,2011
,GEORGIA STATE UNIVERSITY,NBPENGINEE-001,15500.00,2011
,GEORGIA STATE UNIVERSITY,"NELSON,GAY-001",2347.73,2011
,GEORGIA STATE UNIVERSITY,NEON-001,885.00,2011
,GEORGIA STATE UNIVERSITY,NETPLANNER-002,66524.05,2011
,GEORGIA STATE UNIVERSITY,NETWORKCAB-002,42670.00,2011
,GEORGIA STATE UNIVERSITY,NEUTRALPOS-001,10623.30,2011
,GEORGIA STATE UNIVERSITY,"NEVILE,JUS-001",1629.00,2011
,GEORGIA STATE UNIVERSITY,NEW SOUTH-001,1900.00,2011
,GEORGIA STATE UNIVERSITY,NEWCOMB AN-001,25200.00,2011
,GEORGIA STATE UNIVERSITY,NEWENGLAND-002,22890.00,2011
,GEORGIA STATE UNIVERSITY,NEWSOUTHCO-001,977287.30,2011
,GEORGIA STATE UNIVERSITY,NEXTELCOMM-002,9662.09,2011
,GEORGIA STATE UNIVERSITY,NIELSENERI-001,7600.00,2011
,GEORGIA STATE UNIVERSITY,NIKONINSTR-001,28727.05,2011
,GEORGIA STATE UNIVERSITY,"NIX,MEGHAN-001",1000.00,2011
,GEORGIA STATE UNIVERSITY,NORTHAMERI-008,22183.04,2011
,GEORGIA STATE UNIVERSITY,NORTHPOINT-001,12000.00,2011
,GEORGIA STATE UNIVERSITY,NOVASOULTI-001,266026.75,2011
,GEORGIA STATE UNIVERSITY,NUCRAFTFUN-001,0.48,2011
,GEORGIA STATE UNIVERSITY,NYCOM-001,13518.00,2011
,GEORGIA STATE UNIVERSITY,"O'ROURKE,C-001",166.80,2011
,GEORGIA STATE UNIVERSITY,OCEIMAGIST-001,900.00,2011
,GEORGIA STATE UNIVERSITY,OFFICEIMAG-002,54378.45,2011
,GEORGIA STATE UNIVERSITY,OFSBRANDSI-001,109008.62,2011
,GEORGIA STATE UNIVERSITY,OGLEYOLIVE-001,200.00,2011
,GEORGIA STATE UNIVERSITY,"OLIVER,SHE-002",273.00,2011
,GEORGIA STATE UNIVERSITY,OLIVERWYMA-001,150000.00,2011
,GEORGIA STATE UNIVERSITY,ONEPATHS-001,15285.96,2011
,GEORGIA STATE UNIVERSITY,ORACLECORP-001,1866.87,2011
,GEORGIA STATE UNIVERSITY,ORASURETEC-001,1725.00,2011
,GEORGIA STATE UNIVERSITY,"ORR,JONATH-001",985.00,2011
,GEORGIA STATE UNIVERSITY,"OSCHACK,JE-001",675.00,2011
,GEORGIA STATE UNIVERSITY,OTTOSONJ-001,20599.31,2011
,GEORGIA STATE UNIVERSITY,OVERHEADDO-001,193955.71,2011
,GEORGIA STATE UNIVERSITY,"OWENS,DARR-001",1330.00,2011
,GEORGIA STATE UNIVERSITY,"OWENS,TONI-001",2641.65,2011
,GEORGIA STATE UNIVERSITY,OWENSLINDA-001,10000.01,2011
,GEORGIA STATE UNIVERSITY,"PALEN,KEIT-001",3284.00,2011
,GEORGIA STATE UNIVERSITY,PALMETTOMI-001,19770.00,2011
,GEORGIA STATE UNIVERSITY,PANTHERLOT-001,1035000.00,2011
,GEORGIA STATE UNIVERSITY,"PARASKA,WI-001",1384.08,2011
,GEORGIA STATE UNIVERSITY,"PARKER,CHR-001",1850.00,2011
,GEORGIA STATE UNIVERSITY,PARKEREXEC-001,6600.00,2011
,GEORGIA STATE UNIVERSITY,"PARRISH,CO-001",677.00,2011
,GEORGIA STATE UNIVERSITY,PARTHASARA-001,1077.08,2011
,GEORGIA STATE UNIVERSITY,"PATEL,TAMA-001",2200.00,2011
,GEORGIA STATE UNIVERSITY,PATRUSHEVA-001,3358.36,2011
,GEORGIA STATE UNIVERSITY,PAULMUELLE-001,75172.00,2011
,GEORGIA STATE UNIVERSITY,"PAYANT,CAR-002",790.00,2011
,GEORGIA STATE UNIVERSITY,PBCC-001,38170.68,2011
,GEORGIA STATE UNIVERSITY,PCSPECIALI-001,637.51,2011
,GEORGIA STATE UNIVERSITY,PEACHTREEA-001,16700.00,2011
,GEORGIA STATE UNIVERSITY,PEACHTREEF-003,0.07,2011
,GEORGIA STATE UNIVERSITY,PEACHTREEP-006,3904.00,2011
,GEORGIA STATE UNIVERSITY,PECOREJOHN-002,6000.00,2011
,GEORGIA STATE UNIVERSITY,"PENG,HANJI-001",20.12,2011
,GEORGIA STATE UNIVERSITY,PERKINELME-002,2571.01,2011
,GEORGIA STATE UNIVERSITY,"PERKINS,AY-001",30.00,2011
,GEORGIA STATE UNIVERSITY,PERMANENCY-001,19696.63,2011
,GEORGIA STATE UNIVERSITY,"PERRY,LAVE-001",27.63,2011
,GEORGIA STATE UNIVERSITY,"PERRY,SHAY-001",22.00,2011
,GEORGIA STATE UNIVERSITY,"PESCE,JODI-001",122.00,2011
,GEORGIA STATE UNIVERSITY,PETERECAMP-001,13000.01,2011
,GEORGIA STATE UNIVERSITY,"PHAN,JOHNH-001",145.13,2011
,GEORGIA STATE UNIVERSITY,PHAROSSYST-002,6500.00,2011
,GEORGIA STATE UNIVERSITY,PHILIPILEV-001,302.00,2011
,GEORGIA STATE UNIVERSITY,PHILLIPSMA-004,2200.00,2011
,GEORGIA STATE UNIVERSITY,PHONETICSI-001,24.85,2011
,GEORGIA STATE UNIVERSITY,PHOTONTECH-002,1000.00,2011
,GEORGIA STATE UNIVERSITY,PHYSIOLOGI-001,18921.58,2011
,GEORGIA STATE UNIVERSITY,"PIERCE,GEO-001",1250.00,2011
,GEORGIA STATE UNIVERSITY,PITONYAKDA-001,11300.00,2011
,GEORGIA STATE UNIVERSITY,PLANEWAVE-001,64698.00,2011
,GEORGIA STATE UNIVERSITY,PLATFORMQL-001,8000.00,2011
,GEORGIA STATE UNIVERSITY,PLEXONINC-001,27500.00,2011
,GEORGIA STATE UNIVERSITY,"POWERS,SHA-001",20.52,2011
,GEORGIA STATE UNIVERSITY,"PRATHER,CA-001",1500.00,2011
,GEORGIA STATE UNIVERSITY,PREMIERELE-002,631961.39,2011
,GEORGIA STATE UNIVERSITY,PRESLEYINC-002,824000.00,2011
,GEORGIA STATE UNIVERSITY,"PROCTOR,DA-001",750.00,2011
,GEORGIA STATE UNIVERSITY,PROFESSION-022,4999.95,2011
,GEORGIA STATE UNIVERSITY,PROFESSION-030,6000.02,2011
,GEORGIA STATE UNIVERSITY,PROSPECTUS-001,36000.00,2011
,GEORGIA STATE UNIVERSITY,PROSYSINFO-002,5860.00,2011
,GEORGIA STATE UNIVERSITY,"PU,FAN-001",170.00,2011
,GEORGIA STATE UNIVERSITY,PULITPENAL-001,690.30,2011
,GEORGIA STATE UNIVERSITY,"PULLMAN,GE-001",2150.01,2011
,GEORGIA STATE UNIVERSITY,QSRINTERNA-004,526.50,2011
,GEORGIA STATE UNIVERSITY,RAINININST-002,6002.75,2011
,GEORGIA STATE UNIVERSITY,RAMAHDAROM-001,310.00,2011
,GEORGIA STATE UNIVERSITY,"RAMDEEN,CH-001",900.00,2011
,GEORGIA STATE UNIVERSITY,"RAMIREZ,ST-001",2935.00,2011
,GEORGIA STATE UNIVERSITY,RAYDEOENTE-001,3679.68,2011
,GEORGIA STATE UNIVERSITY,"REDDISH,FL-001",170.00,2011
,GEORGIA STATE UNIVERSITY,"REDDISH,RO-001",1757.04,2011
,GEORGIA STATE UNIVERSITY,REGENCYSUI-001,218.00,2011
,GEORGIA STATE UNIVERSITY,"REID,MICHE-001",934.00,2011
,GEORGIA STATE UNIVERSITY,RELIZONCOM-001,125000.00,2011
,GEORGIA STATE UNIVERSITY,RESEARCHFO-001,119266.00,2011
,GEORGIA STATE UNIVERSITY,RESTAURANT-003,2550.00,2011
,GEORGIA STATE UNIVERSITY,RESTAURANT-008,22.71,2011
,GEORGIA STATE UNIVERSITY,"REYNOLDS,J-001",1330.00,2011
,GEORGIA STATE UNIVERSITY,RHKTECHNOL-001,1.00,2011
,GEORGIA STATE UNIVERSITY,RICHARD&WI-001,24000.00,2011
,GEORGIA STATE UNIVERSITY,RICHARDSON-227,821.40,2011
,GEORGIA STATE UNIVERSITY,RICHARDSON-237,930.00,2011
,GEORGIA STATE UNIVERSITY,RICOHAMERI-001,18210.03,2011
,GEORGIA STATE UNIVERSITY,RICOHCORP-001,27872.00,2011
,GEORGIA STATE UNIVERSITY,"RIDER,MARK-001",4000.00,2011
,GEORGIA STATE UNIVERSITY,RJB&ASSOCI-001,230000.00,2011
,GEORGIA STATE UNIVERSITY,"ROBERTS,DA-002",57.26,2011
,GEORGIA STATE UNIVERSITY,"ROBINSON,H-002",300.00,2011
,GEORGIA STATE UNIVERSITY,RODENJOHN-002,5935.60,2011
,GEORGIA STATE UNIVERSITY,"RODGERS,ED-001",982.11,2011
,GEORGIA STATE UNIVERSITY,"RODRIGUEZ,-062",200.00,2011
,GEORGIA STATE UNIVERSITY,"ROGERS,ANN-001",2388.80,2011
,GEORGIA STATE UNIVERSITY,ROOFMANAGE-001,62600.00,2011
,GEORGIA STATE UNIVERSITY,"ROSALES,AL-001",10500.00,2011
,GEORGIA STATE UNIVERSITY,"ROSNER,TAM-001",93.38,2011
,GEORGIA STATE UNIVERSITY,ROSSERINTE-001,8528.46,2011
,GEORGIA STATE UNIVERSITY,ROTHENBERG-001,1868.00,2011
,GEORGIA STATE UNIVERSITY,"ROWLAND,SU-001",675.00,2011
,GEORGIA STATE UNIVERSITY,S&ACOMPUTE-001,17613.60,2011
,GEORGIA STATE UNIVERSITY,"SAMOT,MARI-001",2144.07,2011
,GEORGIA STATE UNIVERSITY,SANCARBURC-001,35200.00,2011
,GEORGIA STATE UNIVERSITY,SANNANINGE-001,175.00,2011
,GEORGIA STATE UNIVERSITY,SAWELLBOUL-001,7598.00,2011
,GEORGIA STATE UNIVERSITY,SCANAENERG-001,9000.00,2011
,GEORGIA STATE UNIVERSITY,SCANNINGAM-001,3500.00,2011
,GEORGIA STATE UNIVERSITY,SCANTEXBUS-001,1785.94,2011
,GEORGIA STATE UNIVERSITY,SCARANTINO-004,1148.00,2011
,GEORGIA STATE UNIVERSITY,SCARBOROUG-009,50.00,2011
,GEORGIA STATE UNIVERSITY,SCHADSONSC-001,629500.00,2011
,GEORGIA STATE UNIVERSITY,"SCHANDER,D-001",3033.20,2011
,GEORGIA STATE UNIVERSITY,SCHIEFBRIA-001,4949.00,2011
,GEORGIA STATE UNIVERSITY,"SCHLUETER,-001",2079.83,2011
,GEORGIA STATE UNIVERSITY,"SCHMIDT,AI-001",80.40,2011
,GEORGIA STATE UNIVERSITY,SCHWANENFL-001,5251.40,2011
,GEORGIA STATE UNIVERSITY,"SCHWARTZ,A-001",2588.83,2011
,GEORGIA STATE UNIVERSITY,SCIQUESTIN-001,291270.00,2011
,GEORGIA STATE UNIVERSITY,"SCOTT,CHAR-001",712.79,2011
,GEORGIA STATE UNIVERSITY,SCOTTANDSO-001,299896.40,2011
,GEORGIA STATE UNIVERSITY,"SEABOLT,KA-001",2302.37,2011
,GEORGIA STATE UNIVERSITY,SEABROOKJO-001,12500.00,2011
,GEORGIA STATE UNIVERSITY,"SEAGRAVES,-001",290.01,2011
,GEORGIA STATE UNIVERSITY,"SEAMANS,NA-001",19.01,2011
,GEORGIA STATE UNIVERSITY,"SEARCY,LAU-001",62.39,2011
,GEORGIA STATE UNIVERSITY,"SECHELSKI,-001",3126.40,2011
,GEORGIA STATE UNIVERSITY,SECURITYME-001,4995.00,2011
,GEORGIA STATE UNIVERSITY,"SEGALL,MAR-001",50.00,2011
,GEORGIA STATE UNIVERSITY,"SEKHON,NIR-001",500.00,2011
,GEORGIA STATE UNIVERSITY,"SELF,SHANN-001",160.53,2011
,GEORGIA STATE UNIVERSITY,"SELWOOD,JA-001",6024.00,2011
,GEORGIA STATE UNIVERSITY,"SEPULVEDA,-001",824.40,2011
,GEORGIA STATE UNIVERSITY,"SHAMSI,SHA-001",250.01,2011
,GEORGIA STATE UNIVERSITY,"SHANLEY,JE-001",14780.97,2011
,GEORGIA STATE UNIVERSITY,SHAWCONTRA-002,75999.15,2011
,GEORGIA STATE UNIVERSITY,"SHCHERBIK,-001",708.50,2011
,GEORGIA STATE UNIVERSITY,"SHEFF,ELIS-001",435.90,2011
,GEORGIA STATE UNIVERSITY,SHERATON-005,932.90,2011
,GEORGIA STATE UNIVERSITY,SHILOINNDI-001,8830.00,2011
,GEORGIA STATE UNIVERSITY,SHIMADZUSC-001,28881.46,2011
,GEORGIA STATE UNIVERSITY,SHOEMAKERJ-002,16067.50,2011
,GEORGIA STATE UNIVERSITY,SHOWCASEIN-001,4475.93,2011
,GEORGIA STATE UNIVERSITY,SIEMENSENE-001,8335.00,2011
,GEORGIA STATE UNIVERSITY,SIEMENSIND-001,8873.01,2011
,GEORGIA STATE UNIVERSITY,SIEMENSMED-001,650000.00,2011
,GEORGIA STATE UNIVERSITY,SIEMENSWAT-002,11120.00,2011
