Department of Audits and Accounts,,,,
Obligations,,,,
,Organization,Vendor Name,Obligation Amount,Fiscal Year
,GEORGIA STATE UNIVERSITY,"SIMMONS,PA-001",130.98,2011
,GEORGIA STATE UNIVERSITY,"SIMMONS,RO-001",1585.19,2011
,GEORGIA STATE UNIVERSITY,SIMPLEXGRI-002,679051.74,2011
,GEORGIA STATE UNIVERSITY,SIMPSONWOO-001,1172.00,2011
,GEORGIA STATE UNIVERSITY,"SIMS,TRACI-001",427.32,2011
,GEORGIA STATE UNIVERSITY,"SINGER,MAR-001",1080.90,2011
,GEORGIA STATE UNIVERSITY,"SMALLS,CIA-001",1250.00,2011
,GEORGIA STATE UNIVERSITY,"SMITH,DONN-001",625.86,2011
,GEORGIA STATE UNIVERSITY,"SMITH,JERR-001",6294.36,2011
,GEORGIA STATE UNIVERSITY,"SMITH,MARG-001",1813.42,2011
,GEORGIA STATE UNIVERSITY,SMITHCAMIL-002,2000.00,2011
,GEORGIA STATE UNIVERSITY,SMITHDALIA-001,52700.00,2011
,GEORGIA STATE UNIVERSITY,SMITHTINAA-001,34600.00,2011
,GEORGIA STATE UNIVERSITY,"SNEAD,BRIA-001",862.60,2011
,GEORGIA STATE UNIVERSITY,SNEADSANDE-001,4379.91,2011
,GEORGIA STATE UNIVERSITY,"SNYDER,ANG-001",1091.00,2011
,GEORGIA STATE UNIVERSITY,SODERQUIST-001,39482.86,2011
,GEORGIA STATE UNIVERSITY,SODEXHO-001,34710.84,2011
,GEORGIA STATE UNIVERSITY,SODEXHOAME-001,2.92,2011
,GEORGIA STATE UNIVERSITY,SOMMERSMAR-002,28000.00,2011
,GEORGIA STATE UNIVERSITY,SOURCEINTE-002,35031.75,2011
,GEORGIA STATE UNIVERSITY,SOUTHEASTL-003,375.00,2011
,GEORGIA STATE UNIVERSITY,SOUTHERNCO-006,44965.42,2011
,GEORGIA STATE UNIVERSITY,SOUTHERNTE-002,225140.00,2011
,GEORGIA STATE UNIVERSITY,SPRINT-001,1226.91,2011
,GEORGIA STATE UNIVERSITY,STANDARDLA-001,8000.00,2011
,GEORGIA STATE UNIVERSITY,STANLEYSEC-001,56887.28,2011
,GEORGIA STATE UNIVERSITY,STAPLESINC-001,2702.68,2011
,GEORGIA STATE UNIVERSITY,STAPLESINC-002,6649.95,2011
,GEORGIA STATE UNIVERSITY,STARDISTRI-001,88356.90,2011
,GEORGIA STATE UNIVERSITY,"STARRICK,A-001",273.50,2011
,GEORGIA STATE UNIVERSITY,"STAUBER,CH-001",5000.00,2011
,GEORGIA STATE UNIVERSITY,"STEELE,DEN-001",3000.02,2011
,GEORGIA STATE UNIVERSITY,"STEINER,SA-001",425.00,2011
,GEORGIA STATE UNIVERSITY,STELLENBOS-001,32872.06,2011
,GEORGIA STATE UNIVERSITY,"STEPHENS,L-008",50.33,2011
,GEORGIA STATE UNIVERSITY,STEPHENSON-011,114.81,2011
,GEORGIA STATE UNIVERSITY,"STEVENS,BE-001",3068.00,2011
,GEORGIA STATE UNIVERSITY,"STEVENS,EL-001",2918.67,2011
,GEORGIA STATE UNIVERSITY,"STEVENSON,-010",325.00,2011
,GEORGIA STATE UNIVERSITY,"STEWARD,JO-001",1660.00,2011
,GEORGIA STATE UNIVERSITY,"STINSON,DA-001",1300.00,2011
,GEORGIA STATE UNIVERSITY,"STOCKMAN,M-001",370.00,2011
,GEORGIA STATE UNIVERSITY,"STRASSER,S-001",425.00,2011
,GEORGIA STATE UNIVERSITY,"STREIB,GRE-001",1500.00,2011
,GEORGIA STATE UNIVERSITY,STRUCTORG-001,918000.00,2011
,GEORGIA STATE UNIVERSITY,STUARTDEAN-001,8899.20,2011
,GEORGIA STATE UNIVERSITY,STYLEX-001,4618.56,2011
,GEORGIA STATE UNIVERSITY,SUEBINDER-001,38444.00,2011
,GEORGIA STATE UNIVERSITY,"SUGARMAN,T-001",998.91,2011
,GEORGIA STATE UNIVERSITY,"SUSKI,EMIL-001",66.65,2011
,GEORGIA STATE UNIVERSITY,SWEETWATER-001,2719.00,2011
,GEORGIA STATE UNIVERSITY,SWYGARTHOB-002,629.50,2011
,GEORGIA STATE UNIVERSITY,SYMONCOMMU-001,67150.00,2011
,GEORGIA STATE UNIVERSITY,SYMPHONYFU-001,56721.60,2011
,GEORGIA STATE UNIVERSITY,TABPRODUCT-002,467.94,2011
,GEORGIA STATE UNIVERSITY,"TANG,SHEN-003",50.01,2011
,GEORGIA STATE UNIVERSITY,"TANNER,ANG-001",1471.00,2011
,GEORGIA STATE UNIVERSITY,"TAYLOR,SUS-001",667.00,2011
,GEORGIA STATE UNIVERSITY,TCHERNISLI-001,7280.00,2011
,GEORGIA STATE UNIVERSITY,TECHNICALI-003,1258068.00,2011
,GEORGIA STATE UNIVERSITY,TECHNOLOGY-005,27485.39,2011
,GEORGIA STATE UNIVERSITY,TEKNIONLLC-001,127197.64,2011
,GEORGIA STATE UNIVERSITY,TENETHEALT-001,226894.50,2011
,GEORGIA STATE UNIVERSITY,TENPARKPLA-001,46636.80,2011
,GEORGIA STATE UNIVERSITY,THIIIIPEAC-001,21225.00,2011
,GEORGIA STATE UNIVERSITY,"THOMAS,AKI-001",15680.00,2011
,GEORGIA STATE UNIVERSITY,"THOMAS,PAT-001",1313.00,2011
,GEORGIA STATE UNIVERSITY,"THOMASON,J-001",550.00,2011
,GEORGIA STATE UNIVERSITY,THOMSONREU-002,3200.00,2011
,GEORGIA STATE UNIVERSITY,THORNTONRE-001,5435.00,2011
,GEORGIA STATE UNIVERSITY,THYSSENKRU-001,651449.50,2011
,GEORGIA STATE UNIVERSITY,TIGERDIREC-001,4.00,2011
,GEORGIA STATE UNIVERSITY,TIMBERHOOD-001,21274.00,2011
,GEORGIA STATE UNIVERSITY,"TIMOFEEV,A-001",2403.80,2011
,GEORGIA STATE UNIVERSITY,TIPTOPROOF-002,788963.00,2011
,GEORGIA STATE UNIVERSITY,TOALSUSANB-002,2575.00,2011
,GEORGIA STATE UNIVERSITY,TOPPINGPET-001,11000.00,2011
,GEORGIA STATE UNIVERSITY,"TOWNS,NATA-001",2163.76,2011
,GEORGIA STATE UNIVERSITY,TRAVELASSO-001,5344.40,2011
,GEORGIA STATE UNIVERSITY,TREMCOINCO-001,3204.78,2011
,GEORGIA STATE UNIVERSITY,TRENDWAYCO-001,6751.62,2011
,GEORGIA STATE UNIVERSITY,TROXELLCOM-001,43644.47,2011
,GEORGIA STATE UNIVERSITY,"TRUAX,AGNI-001",830.00,2011
,GEORGIA STATE UNIVERSITY,TSAV-001,10140.00,2011
,GEORGIA STATE UNIVERSITY,TURMANYOLA-001,12835.79,2011
,GEORGIA STATE UNIVERSITY,"TYLER,BEVE-001",2200.00,2011
,GEORGIA STATE UNIVERSITY,UGARESEARC-002,35696.00,2011
,GEORGIA STATE UNIVERSITY,UNITEDVANL-001,290.11,2011
,GEORGIA STATE UNIVERSITY,UNIVEROFAR-001,12000.00,2011
,GEORGIA STATE UNIVERSITY,UNIVERSITY-037,7216.09,2011
,GEORGIA STATE UNIVERSITY,UNIVOFFLOR-001,7141.22,2011
,GEORGIA STATE UNIVERSITY,UNIVOFGEOR-005,35202.16,2011
,GEORGIA STATE UNIVERSITY,UNIVOFMINN-002,4118.81,2011
,GEORGIA STATE UNIVERSITY,UNIVOFNORT-008,19102.57,2011
,GEORGIA STATE UNIVERSITY,UNIVOFOREG-001,106342.08,2011
,GEORGIA STATE UNIVERSITY,USASCIENTI-001,93.10,2011
,GEORGIA STATE UNIVERSITY,VANDENBERG-005,970.00,2011
,GEORGIA STATE UNIVERSITY,"VARJAS,KRI-001",8009.27,2011
,GEORGIA STATE UNIVERSITY,VASHAWSCIE-001,9238.09,2011
,GEORGIA STATE UNIVERSITY,"VASIREDDI,-001",175.00,2011
,GEORGIA STATE UNIVERSITY,VERSTEEL-001,88841.49,2011
,GEORGIA STATE UNIVERSITY,"VIELRUMA,K-001",0.01,2011
,GEORGIA STATE UNIVERSITY,VIRTUALLY-001,28432.86,2011
,GEORGIA STATE UNIVERSITY,VISAGEIMAG-001,6048.00,2011
,GEORGIA STATE UNIVERSITY,VISUALTECH-001,2950.00,2011
,GEORGIA STATE UNIVERSITY,VIVAYIC-001,32000.00,2011
,GEORGIA STATE UNIVERSITY,VMWAREINC-001,44167.50,2011
,GEORGIA STATE UNIVERSITY,VSAINCORPO-001,73457.00,2011
,GEORGIA STATE UNIVERSITY,VWRSCIENTI-001,210122.11,2011
,GEORGIA STATE UNIVERSITY,WADEFORD-001,28327.00,2011
,GEORGIA STATE UNIVERSITY,WAKEFORDKA-002,14850.00,2011
,GEORGIA STATE UNIVERSITY,"WALKER,EBO-001",462.35,2011
,GEORGIA STATE UNIVERSITY,"WALLACE,SA-001",1058.40,2011
,GEORGIA STATE UNIVERSITY,WALTERHOPK-001,1047.75,2011
,GEORGIA STATE UNIVERSITY,WALTONEMC-001,453.12,2011
,GEORGIA STATE UNIVERSITY,"WANG,XUE-001",20.02,2011
,GEORGIA STATE UNIVERSITY,"WARD,NOKWE-001",1380.40,2011
,GEORGIA STATE UNIVERSITY,WARNERSUMM-001,4180.00,2011
,GEORGIA STATE UNIVERSITY,WARRENEPST-001,27845.50,2011
,GEORGIA STATE UNIVERSITY,WASTEINDUS-001,569.47,2011
,GEORGIA STATE UNIVERSITY,"WATSON,HOL-001",204.25,2011
,GEORGIA STATE UNIVERSITY,"WAUGH,REBE-001",0.01,2011
,GEORGIA STATE UNIVERSITY,WAVEGUIDE-001,10460.00,2011
,GEORGIA STATE UNIVERSITY,WCCI-001,693061.86,2011
,GEORGIA STATE UNIVERSITY,"WEIGLE,SAR-001",250.00,2011
,GEORGIA STATE UNIVERSITY,"WELKOM,JOS-001",10795.00,2011
,GEORGIA STATE UNIVERSITY,WESTGEORGI-005,22000.00,2011
,GEORGIA STATE UNIVERSITY,WESTMINSTE-001,800.00,2011
,GEORGIA STATE UNIVERSITY,"WHITAKER,D-001",1910.00,2011
,GEORGIA STATE UNIVERSITY,"WHITE,ANAM-001",744.00,2011
,GEORGIA STATE UNIVERSITY,"WHITLEY,DE-001",1115.40,2011
,GEORGIA STATE UNIVERSITY,"WHITMIRE,H-001",6833.46,2011
,GEORGIA STATE UNIVERSITY,"WILDER,KAR-001",600.01,2011
,GEORGIA STATE UNIVERSITY,"WILDING,NI-001",1000.00,2011
,GEORGIA STATE UNIVERSITY,"WILLIAMS,B-036",300.00,2011
,GEORGIA STATE UNIVERSITY,"WILLIAMS,E-008",92.12,2011
,GEORGIA STATE UNIVERSITY,"WILLIAMS,G-018",1100.00,2011
,GEORGIA STATE UNIVERSITY,WILLIAMSKE-006,12015.00,2011
,GEORGIA STATE UNIVERSITY,WILLIAMSON-058,19650.00,2011
,GEORGIA STATE UNIVERSITY,"WILLOCKS,S-001",2200.00,2011
,GEORGIA STATE UNIVERSITY,WILLOUGHBY-008,1004.00,2011
,GEORGIA STATE UNIVERSITY,"WILSON,DAV-001",1393.90,2011
,GEORGIA STATE UNIVERSITY,"WING,JASON-001",132.32,2011
,GEORGIA STATE UNIVERSITY,WINOKURDON-001,5000.00,2011
,GEORGIA STATE UNIVERSITY,"WINSLOW,DA-001",658.00,2011
,GEORGIA STATE UNIVERSITY,"WOLTERING,-001",7.56,2011
,GEORGIA STATE UNIVERSITY,"WONG,HINGC-001",70.01,2011
,GEORGIA STATE UNIVERSITY,"WONG,NAIMA-001",2200.00,2011
,GEORGIA STATE UNIVERSITY,"WOODRING,B-001",1230.50,2011
,GEORGIA STATE UNIVERSITY,WORKINGBUI-001,11437.21,2011
,GEORGIA STATE UNIVERSITY,"WRIGHT,ALE-001",675.00,2011
,GEORGIA STATE UNIVERSITY,WRIGHTGARD-001,3600.00,2011
,GEORGIA STATE UNIVERSITY,"WU,JIANG-003",189.01,2011
,GEORGIA STATE UNIVERSITY,WWGRAINGER-002,1445.00,2011
,GEORGIA STATE UNIVERSITY,"WYNNE,LAUR-001",1228.00,2011
,GEORGIA STATE UNIVERSITY,XEROXCORPO-001,53245.71,2011
,GEORGIA STATE UNIVERSITY,"XIA,YUSEN-001",3650.00,2011
,GEORGIA STATE UNIVERSITY,"XIONG,NAIX-001",3.00,2011
,GEORGIA STATE UNIVERSITY,"XUE,SHENGH-001",715.03,2011
,GEORGIA STATE UNIVERSITY,"YANG,JENNY-001",584.70,2011
,GEORGIA STATE UNIVERSITY,"YARN,DOUGL-001",732.40,2011
,GEORGIA STATE UNIVERSITY,"YEHCHANG,Y-001",1887.85,2011
,GEORGIA STATE UNIVERSITY,YESHIVAUNI-001,17295.03,2011
,GEORGIA STATE UNIVERSITY,"YILDIZ,HEL-001",200.00,2011
,GEORGIA STATE UNIVERSITY,"YOUMANS,AR-001",1207.02,2011
,GEORGIA STATE UNIVERSITY,"YOUNG,JAME-001",300.00,2011
,GEORGIA STATE UNIVERSITY,ZABERTECHN-001,8820.00,2011
,GEORGIA STATE UNIVERSITY,"ZANDERS,LI-001",413.60,2011
,GEORGIA STATE UNIVERSITY,ZAUNBRECHE-001,259.90,2011
,GEORGIA STATE UNIVERSITY,"ZHANG,GUOQ-001",1445.01,2011
,GEORGIA STATE UNIVERSITY,"ZHANG,WEN-001",365.01,2011
,GEORGIA STATE UNIVERSITY,"ZHAO,YALI-001",850.00,2011
,GEORGIA STATE UNIVERSITY,"ZHENG,YUJU-001",2448.38,2011
,GEORGIA STATE UNIVERSITY,"ZHOU,MEI-001",1845.00,2011
,GEORGIA STATE UNIVERSITY,"ZHU,HUIHUI-001",744.00,2011
,GEORGIA STATE UNIVERSITY,"ZHU,WENWEN-001",1137.57,2011
,GEORGIA STATE UNIVERSITY,"ZHUO,YOU-001",341.73,2011
,GEORGIA STATE UNIVERSITY,"ZORLAND,JE-001",712.40,2011
,GEORGIA STATE UNIVERSITY,"ZOU,JUAN-001",43.02,2011
